LOGOUT|127.0.0.1|2017-09-02|16:27
 LOGIN|127.0.0.1|2017-09-02|16:27
LOGOUT|127.0.0.1|2017-09-02|16:27
 LOGIN|127.0.0.1|2017-09-02|16:30
LOGOUT|127.0.0.1|2017-09-02|16:30
 LOGIN|127.0.0.1|2017-09-02|16:31
LOGOUT|127.0.0.1|2017-09-02|16:31
 LOGIN|127.0.0.1|2017-09-02|16:35
LOGOUT|127.0.0.1|2017-09-02|16:35
 LOGIN|127.0.0.1|2017-09-02|16:37
LOGOUT|127.0.0.1|2017-09-02|16:37
 LOGIN|127.0.0.1|2017-09-02|16:38
LOGOUT|127.0.0.1|2017-09-02|16:38
 LOGIN|127.0.0.1|2017-09-02|16:38
 LOGIN|127.0.0.1|2017-09-02|16:41
LOGOUT|127.0.0.1|2017-09-02|16:41
 LOGIN|127.0.0.1|2017-09-02|17:02
LOGOUT|127.0.0.1|2017-09-02|17:03
 LOGIN|127.0.0.1|2017-09-02|17:03
 LOGIN|127.0.0.1|2017-09-02|19:12
 LOGIN|127.0.0.1|2017-09-03|00:42
LOGOUT|127.0.0.1|2017-09-02|22:14
 LOGIN|127.0.0.1|2017-09-03|01:16
 LOGIN|127.0.0.1|2017-09-03|10:39
 LOGIN|127.0.0.1|2017-09-03|12:04
 LOGIN|127.0.0.1|2017-09-03|18:09
LOGOUT|127.0.0.1|2017-09-03|20:01
 LOGIN|127.0.0.1|2017-09-03|20:01
BLOQUEOU|11114454544|2017-09-03|20:19
DESATIVOU|11114454544|2017-09-03|20:19
ATIVOU|11114454544|2017-09-03|20:19
BLOQUEOU|11114454544|2017-09-03|20:19
DESATIVOU|11114454544|2017-09-03|20:19
ATIVOU|11114454544|2017-09-03|20:19
LOGOUT|127.0.0.1|2017-09-03|20:22
 LOGIN|127.0.0.1|2017-09-03|20:22
LOGOUT|127.0.0.1|2017-09-03|23:59
 LOGIN|127.0.0.1|2017-09-04|00:07
acsBLOQUEOU|55555555555|2017-09-04|00:15
acs|ATIVOU|55555555555|2017-09-04|00:15
acsDESATIVOU|55555555555|2017-09-04|00:15
acsBLOQUEOU|55555555555|2017-09-04|00:15
acs|ATIVOU|55555555555|2017-09-04|00:15
acsDESATIVOU|55555555555|2017-09-04|00:15
acsBLOQUEOU|55555555555|2017-09-04|00:15
acsDESATIVOU|13234554545|2017-09-04|00:16
 LOGIN|127.0.0.1|2017-09-04|08:16
LOGOUT|127.0.0.1|2017-09-04|08:40
 LOGIN|127.0.0.1|2017-09-04|08:40
LOGOUT|127.0.0.1|2017-09-04|08:42
 LOGIN|127.0.0.1|2017-09-04|08:42
LOGOUT|127.0.0.1|2017-09-04|08:47
 LOGIN|127.0.0.1|2017-09-04|08:49
acs|BLOQUEOU|5|2017-09-04|08:50
acs|ATIVOU|11|2017-09-04|08:50
 LOGIN|127.0.0.1|2017-09-04|12:33
 LOGIN|127.0.0.1|2017-09-04|11:45
acs|ATIVOU|19|2017-09-04|12:15
acs|DESATIVOU|19|2017-09-04|12:15
 LOGIN|127.0.0.1|2017-09-04|15:21
acs|BLOQUEOU|19|2017-09-04|17:33
acs|DESATIVOU|19|2017-09-04|17:33
acs|ATIVOU|19|2017-09-04|17:33
acs|BLOQUEOU|26|2017-09-04|18:19
acs|DESATIVOU|26|2017-09-04|18:19
 LOGIN|127.0.0.1|2017-09-04|22:51
 LOGIN|127.0.0.1|2017-09-05|11:59
 LOGIN|127.0.0.1|2017-09-05|16:09
 LOGIN|127.0.0.1|2017-09-06|12:59
 LOGIN|127.0.0.1|2017-09-06|15:33
 LOGIN|127.0.0.1|2017-09-07|13:19
 LOGIN|127.0.0.1|2017-09-09|19:27
 LOGIN|127.0.0.1|2017-09-10|07:52
 LOGIN|127.0.0.1|2017-09-10|08:15
 LOGIN|127.0.0.1|2017-09-10|21:13
 LOGIN|127.0.0.1|2017-09-11|00:13
 LOGIN|127.0.0.1|2017-09-11|08:20
 LOGIN|127.0.0.1|2017-09-17|21:29
 LOGIN|127.0.0.1|2017-09-18|11:59
 LOGIN|127.0.0.1|2017-09-18|14:50
 LOGIN|127.0.0.1|2017-09-22|00:55
